@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
282,'2021/06/23 01:39:01:246',3,0,0,1.091095,4.98127,10.747114,14.608482,15.290102,9.488626,3.961067,2.052602,2.144712,1.8535,2.145988,2.168995,1.9319,1.292259,2.208507,2.057016,1.705325,1.752308,1.548053,1.504594,1.291253,1.135011,1.016265,0,0.27,0,0.95,0
283,'2021/06/23 01:39:01:275',3,0,0,0.320479,1.955541,1.964269,0.850429,1.125592,0.367589,0.426982,0.324496,0.479541,0.424864,0.54265,0.869456,0.74013,0.834212,1.076065,0.580674,0.448255,0.360391,0.577722,0.65748,0.334725,0.259402,0.157627,0,0.27,0,0.95,0
284,'2021/06/23 01:39:01:308',3,0,0,0.191221,0.621855,0.335042,0.252527,0.335101,0.25531,0.157036,0.13604,0.220375,0.268731,0.3698,0.694421,0.578545,0.265594,0.54162,0.308337,0.248257,0.162377,0.249005,0.485894,0.389295,0.13053,0.075032,0,0.27,0,0.95,0
285,'2021/06/23 01:39:01:339',3,0,0,0.042554,0.330972,0.275858,0.081421,0.18725,0.114172,0.149157,0.158752,0.129538,0.141532,0.143911,0.196997,0.207499,0.262359,0.253232,0.11879,0.151652,0.11835,0.143765,0.160056,0.125051,0.078083,0.040396,0,0.27,0,0.95,0
286,'2021/06/23 01:39:01:373',3,0,0,0.021645,0.203201,0.112396,0.046504,0.099683,0.069125,0.0446,0.031558,0.069866,0.058107,0.080512,0.210829,0.166819,0.096834,0.111006,0.079091,0.067942,0.069576,0.083468,0.099797,0.08002,0.045063,0.028038,0,0.27,0,0.95,0
287,'2021/06/23 01:39:01:406',3,0,0,0.019472,0.138436,0.095963,0.028538,0.040878,0.060362,0.085222,0.034419,0.04286,0.016178,0.046491,0.13257,0.090592,0.089004,0.150469,0.060814,0.049705,0.064529,0.088823,0.107398,0.095146,0.056962,0.039281,0,0.27,0,0.95,0
288,'2021/06/23 01:39:01:439',3,0,0,0.023251,0.13042,0.060881,0.011794,0.028108,0.078676,0.055955,0.017127,0.025895,0.02279,0.049105,0.09831,0.071462,0.049745,0.059993,0.056193,0.031321,0.042468,0.060207,0.07531,0.038489,0.028482,0.018955,0,0.27,0,0.95,0
289,'2021/06/23 01:39:01:473',3,0,0,0.003589,0.060599,0.026517,0.028696,0.025868,0.051516,0.038157,0.023041,0.024728,0.03823,0.054759,0.074178,0.068116,0.045648,0.07159,0.065134,0.031703,0.050689,0.054951,0.08653,0.046527,0.021012,0.01237,0,0.27,0,0.95,0
290,'2021/06/23 01:39:01:507',3,0,0,0.008846,0.068079,0.064286,0.017718,0.064031,0.040169,0.03916,0.012683,0.036376,0.028546,0.027057,0.040684,0.038803,0.034733,0.065808,0.052653,0.035914,0.034996,0.036267,0.036194,0.035331,0.024954,0.015664,0,0.27,0,0.95,0
291,'2021/06/23 01:39:01:539',3,0,0,0.009297,0.032131,0.021806,0.01738,0.032957,0.042263,0.026119,0.019084,0.017707,0.0192,0.048465,0.074493,0.058054,0.042765,0.042321,0.032087,0.029776,0.045287,0.040978,0.034038,0.031839,0.018873,0.016,0,0.27,0,0.95,0
292,'2021/06/23 01:39:01:576',3,0,0,0.021434,0.054784,0.020755,0.022249,0.018883,0.024835,0.016309,0.013211,0.015635,0.022577,0.030353,0.045736,0.066084,0.025035,0.042493,0.033899,0.01506,0.024896,0.028266,0.036139,0.035298,0.020939,0.012228,0,0.27,0,0.95,0
293,'2021/06/23 01:39:01:609',3,0,0,0.012375,0.045634,0.019959,0.016644,0.026219,0.012891,0.017113,0.008664,0.010025,0.015918,0.022395,0.035696,0.057922,0.04413,0.043911,0.021105,0.029631,0.028708,0.027328,0.026934,0.026433,0.022227,0.010505,0,0.27,0,0.95,0
294,'2021/06/23 01:39:01:641',3,0,0,0.0134,0.043499,0.026012,0.000507,0.00949,0.022975,0.019518,0.015424,0.022945,0.015047,0.026688,0.047755,0.036812,0.03479,0.048074,0.026736,0.033661,0.025107,0.027084,0.027542,0.024552,0.017784,0.012566,0,0.27,0,0.95,0
295,'2021/06/23 01:39:01:675',3,0,0,0.005627,0.028633,0.017025,0.002018,0.020316,0.01474,0.016126,0.010831,0.022504,0.017264,0.014509,0.027882,0.044699,0.024634,0.032052,0.032748,0.021508,0.020307,0.038198,0.036839,0.018186,0.014634,0.013634,0,0.27,0,0.95,0
296,'2021/06/23 01:39:01:707',3,0,0,0.006683,0.043274,0.021846,0.023567,0.017203,0.018971,0.024573,0.012987,0.0166,0.021065,0.021351,0.035777,0.034659,0.02743,0.025923,0.029153,0.017903,0.026919,0.035413,0.036005,0.018022,0.014359,0.013069,0,0.27,0,0.95,0
297,'2021/06/23 01:39:01:741',3,0,0,0.012128,0.063532,0.032665,0.01011,0.033901,0.018968,0.026171,0.008988,0.012694,0.02179,0.03484,0.029258,0.030572,0.017382,0.032755,0.022545,0.023171,0.030528,0.032859,0.036518,0.014225,0.019666,0.012942,0,0.27,0,0.95,0
298,'2021/06/23 01:39:01:774',3,0,0,0.002318,0.025886,0.013781,0.005103,0.017063,0.014282,0.014978,0.012898,0.014237,0.01139,0.025965,0.055838,0.041543,0.022614,0.030937,0.028085,0.01662,0.024306,0.027112,0.022481,0.018585,0.016166,0.011752,0,0.27,0,0.95,0
299,'2021/06/23 01:39:01:808',3,0,0,0.011703,0.045197,0.018984,0.01726,0.026186,0.012762,0.013697,0.008633,0.011785,0.018705,0.032231,0.046568,0.031178,0.028357,0.025978,0.023576,0.020047,0.027768,0.028715,0.028008,0.017245,0.018752,0.013797,0,0.27,0,0.95,0
300,'2021/06/23 01:39:01:841',3,0,0,0.002104,0.027077,0.022458,0.003406,0.0088,0.017608,0.023178,0.013757,0.019992,0.017353,0.031214,0.055127,0.029778,0.030234,0.029213,0.028035,0.020726,0.020105,0.021759,0.031894,0.024378,0.014255,0.012877,0,0.27,0,0.95,0
301,'2021/06/23 01:39:01:874',3,0,0,0.013365,0.047333,0.019946,0.0172,0.021573,0.015104,0.020584,0.012796,0.021096,0.015292,0.033135,0.043657,0.042698,0.025958,0.023096,0.021766,0.014151,0.023896,0.032775,0.036951,0.032247,0.016384,0.014678,0,0.27,0,0.95,0
302,'2021/06/23 01:39:01:907',3,0,0,0.002539,0.030942,0.022444,0.007897,0.00952,0.013963,0.024465,0.011374,0.020009,0.013541,0.022515,0.03468,0.026847,0.031154,0.037126,0.028075,0.020942,0.021962,0.033669,0.036738,0.028147,0.018147,0.013098,0,0.27,0,0.95,0
303,'2021/06/23 01:39:01:939',3,0,0,0.007753,0.032822,0.029208,0.006632,0.014284,0.028721,0.020975,0.020585,0.015056,0.011706,0.023343,0.02027,0.027805,0.026555,0.021721,0.025139,0.015688,0.020085,0.033781,0.042922,0.025376,0.01641,0.011885,0,0.27,0,0.95,0
304,'2021/06/23 01:39:01:974',3,0,0,0.010126,0.027466,0.013919,0.00765,0.021554,0.023946,0.012886,0.009904,0.016484,0.017516,0.02495,0.044403,0.02861,0.010742,0.028762,0.021125,0.017143,0.024883,0.027562,0.028071,0.023589,0.014965,0.012906,0,0.27,0,0.95,0
305,'2021/06/23 01:39:02:006',3,0,0,0.011708,0.045663,0.038799,0.00532,0.011783,0.01719,0.00855,0.005646,0.003829,0.01471,0.015965,0.032424,0.064849,0.020069,0.016227,0.015321,0.011372,0.017211,0.025802,0.036128,0.023722,0.017728,0.009449,0,0.27,0,0.95,0
306,'2021/06/23 01:39:02:040',3,0,0,0.007367,0.037885,0.020826,0.008901,0.01452,0.015601,0.010111,0.008996,0.017628,0.014481,0.029859,0.046241,0.032181,0.0182,0.034156,0.022796,0.011051,0.01855,0.021319,0.029167,0.024869,0.015708,0.011796,0,0.27,0,0.95,0
307,'2021/06/23 01:39:02:076',3,0,0,0.008162,0.036859,0.02167,0.011194,0.018725,0.022147,0.011446,0.011776,0.017449,0.012031,0.026041,0.055363,0.037888,0.037933,0.031526,0.021788,0.015737,0.017619,0.017672,0.017969,0.023288,0.013499,0.010551,0,0.27,0,0.95,0
308,'2021/06/23 01:39:02:109',3,0,0,0.003749,0.023473,0.023247,0.009667,0.012246,0.030712,0.02056,0.019525,0.015445,0.013777,0.026852,0.030805,0.042467,0.030202,0.025856,0.018231,0.022105,0.021021,0.029581,0.027019,0.021483,0.018527,0.011275,0,0.27,0,0.95,0
309,'2021/06/23 01:39:02:142',3,0,0,0.013481,0.043577,0.059685,0.070014,0.311741,0.057178,0.155713,0.34616,0.055632,0.082052,0.087653,0.088036,0.054307,0.146534,0.083617,0.073411,0.046582,0.07355,0.166346,0.105404,0.07312,0.026119,0.018912,0,0.27,0,0.95,0
310,'2021/06/23 01:39:02:174',3,0,0,0.003947,0.049195,0.042365,0.030876,0.579541,0.104443,0.214458,0.55106,0.074831,0.101918,0.089153,0.102733,0.092064,0.166029,0.149259,0.058016,0.043928,0.09329,0.218699,0.077435,0.077337,0.046846,0.021641,0,0.27,0,0.95,0
311,'2021/06/23 01:39:02:207',3,0,0,0.037409,0.073733,0.075812,0.096155,0.570212,0.088008,0.144867,0.672073,0.092121,0.115694,0.136506,0.13285,0.152585,0.175787,0.130814,0.07184,0.047187,0.105775,0.254706,0.088847,0.0401,0.027487,0.014339,0,0.27,0,0.95,0
312,'2021/06/23 01:39:02:239',3,0,0,0.013077,0.071805,0.082152,0.087812,0.701971,0.077267,0.142826,0.760238,0.160707,0.102944,0.076648,0.176875,0.15771,0.201335,0.085947,0.062226,0.051719,0.101251,0.200478,0.100745,0.050714,0.02479,0.026637,0,0.27,0,0.95,0
313,'2021/06/23 01:39:02:279',3,0,0,0.025556,0.051644,0.05728,0.097328,0.75498,0.11569,0.076043,0.72746,0.145247,0.102683,0.080054,0.156343,0.124201,0.154024,0.126125,0.107303,0.056287,0.069812,0.143591,0.050596,0.046157,0.028817,0.018752,0,0.27,0,0.95,0
314,'2021/06/23 01:39:02:304',3,0,0,0.002788,0.048874,0.085344,0.13557,0.849094,0.15606,0.175196,0.780839,0.091215,0.05565,0.080054,0.194648,0.13277,0.203942,0.138843,0.08549,0.061684,0.037204,0.075562,0.060249,0.059242,0.02644,0.015352,0,0.27,0,0.95,0
315,'2021/06/23 01:39:02:337',3,0,0,0.026312,0.079448,0.103041,0.08749,0.779761,0.074646,0.187464,0.76871,0.144818,0.10975,0.088222,0.20472,0.097776,0.149464,0.132007,0.057886,0.048454,0.070596,0.106858,0.079479,0.050255,0.031342,0.021088,0,0.27,0,0.95,0
316,'2021/06/23 01:39:02:370',3,0,0,0.038825,0.117485,0.079638,0.039335,0.699741,0.141156,0.139139,0.734106,0.113535,0.102663,0.118883,0.121834,0.131109,0.148618,0.130443,0.098142,0.089532,0.075969,0.085865,0.083622,0.078043,0.062821,0.051212,0,0.27,0,0.95,0
317,'2021/06/23 01:39:02:402',3,0,0,0.016227,0.061232,0.073545,0.070579,0.596047,0.103113,0.122043,0.614703,0.096723,0.073482,0.09177,0.138447,0.135558,0.110926,0.102207,0.069248,0.033645,0.057384,0.082763,0.051383,0.038599,0.023276,0.016907,0,0.27,0,0.95,0
318,'2021/06/23 01:39:02:438',3,0,0,0.012868,0.054597,0.052792,0.03154,0.505604,0.098006,0.132123,0.549954,0.096803,0.07674,0.053026,0.06431,0.115365,0.088166,0.081588,0.060484,0.044689,0.043854,0.059701,0.064325,0.031423,0.016617,0.01626,0,0.27,0,0.95,0
319,'2021/06/23 01:39:02:472',3,0,0,0.029785,0.080835,0.039508,0.026103,0.34861,0.054718,0.078232,0.401948,0.079682,0.092038,0.076794,0.072016,0.129879,0.096534,0.080305,0.058186,0.039498,0.064279,0.064743,0.059354,0.038366,0.022215,0.015878,0,0.27,0,0.95,0
320,'2021/06/23 01:39:02:505',3,0,0,0.00475,0.047884,0.055794,0.015035,0.300648,0.026141,0.080857,0.342643,0.065204,0.06475,0.069611,0.085358,0.06252,0.06692,0.060621,0.05636,0.036665,0.036414,0.040586,0.039005,0.031141,0.019853,0.020114,0,0.27,0,0.95,0
321,'2021/06/23 01:39:02:539',3,0,0,0.007167,0.039935,0.023966,0.028013,0.261111,0.042525,0.04104,0.288496,0.039349,0.067692,0.06503,0.09215,0.075617,0.057566,0.046957,0.044469,0.024838,0.029717,0.035298,0.044582,0.035365,0.022623,0.017726,0,0.27,0,0.95,0
322,'2021/06/23 01:39:02:577',3,0,0,0.015897,0.053145,0.035098,0.023932,0.278582,0.067972,0.064147,0.262158,0.043244,0.047652,0.088741,0.069301,0.077491,0.078889,0.083063,0.041723,0.035413,0.043059,0.044144,0.052826,0.036726,0.033478,0.023659,0,0.27,0,0.95,0
323,'2021/06/23 01:39:02:605',3,0,0,0.007409,0.036724,0.021815,0.008608,0.197281,0.050334,0.0804,0.195552,0.052029,0.063073,0.043236,0.052847,0.040843,0.057156,0.055464,0.033892,0.028013,0.028158,0.034257,0.036017,0.030105,0.024216,0.017496,0,0.27,0,0.95,0
324,'2021/06/23 01:39:02:639',3,0,0,0.001985,0.036503,0.046452,0.020235,0.190777,0.041452,0.058987,0.193266,0.045185,0.044302,0.032991,0.085586,0.093043,0.045647,0.052633,0.047027,0.038124,0.036905,0.031151,0.03825,0.02815,0.028764,0.026291,0,0.27,0,0.95,0
325,'2021/06/23 01:39:02:672',3,0,0,0.019946,0.044777,0.034013,0.010643,0.150371,0.023693,0.025254,0.142756,0.042069,0.041039,0.037553,0.058292,0.063027,0.039619,0.040894,0.031753,0.032542,0.036431,0.048947,0.033999,0.025379,0.024998,0.019978,0,0.27,0,0.95,0
326,'2021/06/23 01:39:02:707',3,0,0,0.00353,0.026433,0.014668,0.021089,0.124208,0.021255,0.06597,0.097522,0.032117,0.039312,0.049463,0.043112,0.058936,0.031366,0.049217,0.030797,0.020698,0.038773,0.030219,0.036527,0.032273,0.020301,0.016254,0,0.27,0,0.95,0
327,'2021/06/23 01:39:02:741',3,0,0,0.003576,0.026416,0.035188,0.017274,0.131808,0.029705,0.038332,0.065047,0.012952,0.027062,0.040019,0.033332,0.048337,0.028899,0.032998,0.023683,0.022196,0.028678,0.031274,0.027953,0.026936,0.017636,0.016371,0,0.27,0,0.95,0
328,'2021/06/23 01:39:02:777',3,0,0,0.002849,0.02455,0.027986,0.01237,0.127781,0.039899,0.024089,0.051351,0.020372,0.021309,0.028956,0.042809,0.038342,0.037461,0.042362,0.023421,0.024176,0.025638,0.0266,0.02161,0.020661,0.022433,0.016852,0,0.27,0,0.95,0
329,'2021/06/23 01:39:02:810',3,0,0,0.003849,0.023761,0.008657,0.005136,0.091986,0.027067,0.023533,0.043458,0.021787,0.016322,0.030808,0.048917,0.048182,0.038906,0.037296,0.031714,0.017654,0.025792,0.032953,0.035928,0.022049,0.012268,0.014045,0,0.27,0,0.95,0
330,'2021/06/23 01:39:02:843',3,0,0,0.007266,0.02965,0.021459,0.004236,0.106018,0.029314,0.027936,0.031722,0.012169,0.015525,0.019271,0.030907,0.026897,0.023661,0.037352,0.019832,0.021428,0.024693,0.030022,0.03527,0.024394,0.01807,0.015241,0,0.27,0,0.95,0
331,'2021/06/23 01:39:02:880',3,0,0,0.00435,0.023178,0.011278,0.009156,0.096502,0.01947,0.03607,0.040473,0.020842,0.024956,0.015127,0.045825,0.043305,0.035844,0.04312,0.026281,0.022383,0.025127,0.027064,0.030367,0.02702,0.021878,0.013278,0,0.27,0,0.95,0
332,'2021/06/23 01:39:02:909',3,0,0,0.001242,0.024723,0.026797,0.010383,0.094332,0.021797,0.03201,0.022852,0.017402,0.032904,0.020182,0.030338,0.02942,0.034962,0.02885,0.02159,0.021459,0.025721,0.031233,0.027803,0.017181,0.016742,0.011823,0,0.27,0,0.95,0
333,'2021/06/23 01:39:02:942',3,0,0,0.006496,0.02907,0.013365,0.002547,0.075587,0.012449,0.013499,0.031213,0.008526,0.01782,0.031676,0.033013,0.020036,0.024737,0.029299,0.021367,0.01782,0.02382,0.028836,0.032679,0.018502,0.018921,0.015028,0,0.27,0,0.95,0
334,'2021/06/23 01:39:02:976',3,0,0,0.003112,0.022684,0.024089,0.00434,0.077852,0.025138,0.014114,0.0175,0.013739,0.017188,0.031105,0.039126,0.033078,0.028084,0.030521,0.027417,0.019042,0.019109,0.021268,0.033205,0.027022,0.015821,0.011537,0,0.27,0,0.95,0
335,'2021/06/23 01:39:03:009',3,0,0,0.01008,0.030284,0.019181,0.003958,0.077412,0.015196,0.021805,0.022648,0.014654,0.028187,0.017015,0.041374,0.03165,0.022466,0.02961,0.014117,0.013919,0.017533,0.01827,0.035381,0.024587,0.014927,0.011364,0,0.27,0,0.95,0
336,'2021/06/23 01:39:03:042',3,0,0,0.003482,0.027617,0.01281,0.009621,0.068149,0.019329,0.032129,0.024181,0.015086,0.016774,0.031708,0.047301,0.026774,0.024273,0.02574,0.019431,0.017204,0.025342,0.028203,0.032254,0.020813,0.014347,0.008386,0,0.27,0,0.95,0
337,'2021/06/23 01:39:03:076',3,0,0,0.004252,0.03045,0.017125,0.003678,0.066765,0.021479,0.015461,0.013751,0.018774,0.023276,0.025848,0.040793,0.034823,0.021538,0.02965,0.025899,0.020208,0.029327,0.02337,0.029165,0.018887,0.015449,0.012776,0,0.27,0,0.95,0
338,'2021/06/23 01:39:03:110',3,0,0,0.011961,0.034676,0.017942,0.001826,0.06831,0.011154,0.017018,0.026275,0.016565,0.019159,0.024825,0.051146,0.037025,0.021709,0.028669,0.023105,0.015881,0.020869,0.025163,0.026203,0.020774,0.015089,0.010362,0,0.27,0,0.95,0
339,'2021/06/23 01:39:03:147',3,0,0,0.0094,0.02833,0.011019,0.009575,0.04825,0.032171,0.017344,0.011372,0.011865,0.021135,0.032805,0.026388,0.039909,0.026443,0.027894,0.02086,0.017011,0.029131,0.028318,0.027027,0.020531,0.016202,0.011961,0,0.27,0,0.95,0
340,'2021/06/23 01:39:03:178',3,0,0,0.003309,0.027422,0.021035,0.001747,0.017788,0.016556,0.024239,0.011661,0.014268,0.022346,0.019809,0.026643,0.025579,0.028007,0.02001,0.017437,0.012682,0.018696,0.026038,0.018398,0.019527,0.015154,0.011475,0,0.27,0,0.95,0
341,'2021/06/23 01:39:03:210',3,0,0,0.002855,0.04094,0.030159,0.008022,0.016342,0.015805,0.018268,0.011012,0.013472,0.022547,0.020392,0.02519,0.019717,0.02172,0.032208,0.019291,0.016352,0.034208,0.036903,0.034145,0.023415,0.013855,0.010207,0,0.27,0,0.95,0
342,'2021/06/23 01:39:03:243',3,0,0,0.007835,0.031937,0.019714,0.001819,0.010843,0.005497,0.011371,0.008082,0.014458,0.020928,0.021887,0.032221,0.028562,0.027923,0.03279,0.02547,0.019122,0.032104,0.036205,0.027272,0.020447,0.015359,0.010821,0,0.27,0,0.95,0
343,'2021/06/23 01:39:03:278',3,0,0,1.874279,2.809863,5.740046,11.570701,31.347988,20.854948,17.11924,31.665352,13.601128,11.788506,11.068148,7.426747,3.096521,1.971205,1.434038,1.060422,1.588975,4.515401,6.246898,1.857317,1.960297,1.524225,0.729212,0,0.27,0,0.95,0
344,'2021/06/23 01:39:03:313',3,0,0,0.201458,1.816717,0.896337,4.570604,74.842537,12.73836,25.502935,92.403976,12.894361,13.544148,13.617822,10.839152,7.862269,5.067499,3.075047,2.044227,2.844768,9.959943,14.53762,3.511816,3.314367,2.396831,1.365026,0,0.27,0,0.95,0
345,'2021/06/23 01:39:03:348',3,0,0,0.900043,1.721053,3.275942,5.149755,66.419579,12.24154,18.84874,85.535355,14.042601,17.946121,12.184227,9.734206,5.654472,9.397988,3.686164,2.678642,2.517606,8.692666,11.872392,2.067894,1.619856,1.032451,0.327118,0,0.27,0,0.95,0
346,'2021/06/23 01:39:03:379',3,0,0,0.489797,1.732389,1.854504,4.492225,60.115269,6.632633,9.963041,74.536613,11.568762,15.535009,13.87556,6.774986,6.673226,8.548775,8.411724,5.066956,4.929131,8.056814,7.309044,2.087933,2.672135,2.703704,2.488003,0,0.27,0,0.95,0
347,'2021/06/23 01:39:03:411',3,0,0,3.28592,5.551074,6.764983,7.098045,55.92046,4.426842,11.573088,75.740135,10.7076,15.051234,17.878176,10.565967,5.547827,8.341238,3.268027,2.796052,2.231971,3.447788,5.564278,3.167641,2.441284,2.234578,2.127362,0,0.27,0,0.95,0
348,'2021/06/23 01:39:03:445',3,0,0,0.58534,1.895599,2.158359,3.988616,58.525948,7.94902,14.551031,69.434975,13.421168,22.224571,14.84529,3.814937,5.550155,6.679636,3.25032,2.319021,0.97112,1.818609,2.555596,0.852362,0.575735,0.279937,0.185768,0,0.27,0,0.95,0
349,'2021/06/23 01:39:03:478',3,0,0,0.675567,2.047277,3.101251,4.637734,54.782574,5.812635,7.018954,60.617054,11.153451,23.56448,20.505554,7.121649,5.029812,7.731786,5.836213,3.393528,2.950669,3.108858,3.612151,2.610798,2.492193,2.369428,2.352177,0,0.27,0,0.95,0
350,'2021/06/23 01:39:03:515',3,0,0,0.506246,1.064654,1.971959,3.74038,48.751705,6.622799,7.362361,52.330772,10.577457,24.609787,18.607874,4.727192,3.748502,6.372386,3.739583,1.655964,0.785155,0.89426,1.626553,0.896845,0.771717,0.665299,0.587227,0,0.27,0,0.95,0
351,'2021/06/23 01:39:03:547',3,0,0,1.716333,2.91173,3.491814,3.878524,41.266129,2.099941,5.604541,44.468853,4.969773,20.562365,21.992682,8.305174,4.986976,6.197455,5.818543,3.991047,3.572533,3.30961,3.410793,2.903231,2.965023,2.996142,2.832579,0,0.27,0,0.95,0
352,'2021/06/23 01:39:03:583',3,0,0,1.020087,2.040529,2.66961,3.244498,40.598076,4.524006,8.464831,37.331573,6.376851,19.38983,17.65659,4.722897,1.841908,4.551131,1.876555,1.467527,1.072587,1.083501,0.989125,0.590451,0.730394,0.755801,0.676833,0,0.27,0,0.95,0
353,'2021/06/23 01:39:03:616',3,0,0,0.771939,1.902349,3.449372,3.294285,38.167213,2.612059,4.929084,33.866375,4.223823,16.588314,17.012201,7.312678,4.756389,4.948201,5.619737,3.791103,3.330473,2.762457,3.120342,2.907179,3.026137,2.941227,2.707613,0,0.27,0,0.95,0
354,'2021/06/23 01:39:03:648',3,0,0,0.635381,1.572497,2.713989,3.090217,35.984913,1.696534,2.608802,25.365215,3.227422,13.297252,15.088126,5.318408,2.995455,4.725724,4.89034,3.172034,2.780076,2.90356,2.517133,2.096256,2.14725,2.187275,2.034436,0,0.27,0,0.95,0
355,'2021/06/23 01:39:03:683',3,0,0,0.771618,1.61656,1.535188,2.086802,33.531349,3.652719,3.912163,20.068392,4.276255,12.219295,10.121175,2.990425,1.755824,2.980662,2.17687,1.110876,0.870259,1.053083,0.994546,0.58024,0.67531,0.682484,0.643773,0,0.27,0,0.95,0
356,'2021/06/23 01:39:03:715',3,0,0,1.027509,1.881364,2.113522,2.65753,30.837645,3.287465,2.448424,15.285995,1.885805,8.284349,8.849139,3.84278,2.488169,2.30146,1.468573,1.374538,0.930313,0.84308,1.145844,0.998708,1.069912,0.840504,0.794213,0,0.27,0,0.95,0
357,'2021/06/23 01:39:03:748',3,0,0,0.800771,1.451622,1.989202,3.010242,26.571318,2.130098,1.802053,11.870684,2.496402,6.354856,5.207794,1.457271,0.953919,1.142949,0.717366,0.660809,0.419747,0.443277,0.444993,0.461839,0.274799,0.208538,0.197148,0,0.27,0,0.95,0
358,'2021/06/23 01:39:03:779',3,0,0,0.469382,0.977075,1.53073,1.63357,24.61865,2.516876,2.467001,11.253286,1.02058,3.826865,4.462627,1.444944,1.225341,1.166313,0.927748,0.816045,0.620975,0.643447,0.620327,0.46202,0.421806,0.418431,0.309594,0,0.27,0,0.95,0
359,'2021/06/23 01:39:03:815',3,0,0,0.157018,0.78847,0.770556,2.030849,23.399408,1.776013,1.631117,11.974962,2.703648,5.538672,3.893229,1.575085,1.467982,1.11077,0.761863,1.116634,0.891636,0.689132,0.851351,0.732855,0.867509,0.789712,0.71002,0,0.27,0,0.95,0
360,'2021/06/23 01:39:03:847',3,0,0,0.56888,0.919124,0.778751,2.109973,23.213882,2.671187,3.452474,13.507352,1.489738,5.749612,4.36443,2.598993,1.539245,1.12921,0.822057,0.539221,0.848632,0.535217,0.776904,0.643936,0.582864,0.525265,0.456472,0,0.27,0,0.95,0
361,'2021/06/23 01:39:03:880',3,0,0,0.323139,0.920512,1.125784,1.363416,21.931561,3.075838,2.486922,14.398233,1.600676,4.212488,4.642037,2.678962,1.715355,1.776739,0.892328,0.772662,0.728408,0.815147,0.815588,0.73139,0.576645,0.593894,0.543474,0,0.27,0,0.95,0
362,'2021/06/23 01:39:03:914',3,0,0,0.317779,0.953697,0.86956,1.868546,20.782856,2.026926,1.694094,15.869849,3.831491,5.969022,4.710388,2.252076,2.208365,1.988379,1.523528,1.036181,1.187449,0.888115,0.807026,0.982116,0.851234,0.847348,0.79187,0,0.27,0,0.95,0
363,'2021/06/23 01:39:03:946',3,0,0,0.463708,1.150072,1.533004,1.25398,19.056904,2.311699,4.110014,16.015759,1.166364,4.655154,5.21341,2.459901,1.357841,1.304797,0.682378,0.657995,0.713113,0.673442,0.534625,0.59214,0.63417,0.558235,0.51728,0,0.27,0,0.95,0
364,'2021/06/23 01:39:03:980',3,0,0,0.51637,1.02615,0.69151,1.742105,16.789165,1.647294,1.76178,16.191523,3.992683,4.988776,3.602323,2.206847,0.87266,1.170427,0.712292,0.613283,0.433331,0.599609,0.593148,0.431461,0.406309,0.326758,0.300652,0,0.27,0,0.95,0
365,'2021/06/23 01:39:04:013',3,0,0,0.32091,0.794407,0.779231,0.924533,17.392065,3.265991,2.124563,15.072838,1.930212,3.80485,3.858883,1.492426,0.949901,1.354342,1.218674,0.700956,0.611234,0.668672,0.712318,0.534931,0.518469,0.447927,0.494731,0,0.27,0,0.95,0
366,'2021/06/23 01:39:04:048',3,0,0,0.386936,0.903933,1.028974,1.707979,15.29745,2.194222,2.946807,15.567142,2.550403,4.842993,3.779845,1.967926,1.527635,1.130627,0.774085,0.644242,0.786642,0.653789,0.688598,0.541042,0.550154,0.569747,0.465323,0,0.27,0,0.95,0
367,'2021/06/23 01:39:04:081',3,0,0,0.24765,0.723959,0.986576,1.078013,15.233162,2.218128,3.536253,14.347412,1.204417,3.396793,4.257355,2.110945,1.062305,1.05581,1.054558,0.75835,0.561845,0.53634,0.430151,0.473269,0.430209,0.395952,0.339259,0,0.27,0,0.95,0
368,'2021/06/23 01:39:04:115',3,0,0,0.284544,0.793705,1.211703,0.754156,12.635853,1.912897,3.203666,13.664732,1.471431,3.371201,3.932418,1.690178,0.929037,0.850678,0.720948,0.680353,0.421823,0.42779,0.43407,0.314294,0.282062,0.198234,0.196878,0,0.27,0,0.95,0
369,'2021/06/23 01:39:04:150',3,0,0,0.034411,0.643954,0.815499,0.980322,12.027525,1.281696,3.286841,12.463287,1.191895,2.922371,3.784883,1.345173,0.892249,0.567109,0.433525,0.355228,0.338271,0.461576,0.349661,0.330412,0.279276,0.176529,0.115653,0,0.27,0,0.95,0
