@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1282,'2021/06/23 01:41:19:941',5,0,0,0.429952,0.945421,0.74037,0.445282,1.173297,2.819517,29.69552,4.001436,1.87158,1.237864,6.243699,3.784144,1.32098,1.808265,2.064839,2.597553,2.654171,1.617582,1.530992,1.424616,1.106531,1.141286,0.936077,0,1,0,0,0
1283,'2021/06/23 01:41:19:975',5,0,0,0.451852,0.884468,1.247768,0.979488,0.757397,2.765149,22.771336,2.814075,1.278817,1.718544,4.632459,3.470699,1.150684,1.577201,1.659733,2.136461,2.332241,1.178395,0.759044,0.632082,0.506707,0.362517,0.36166,0,1,0,0,0
1284,'2021/06/23 01:41:20:011',5,0,0,0.094974,0.576613,0.58911,0.209283,0.352728,1.806808,16.587816,2.748116,1.774904,1.954562,4.761154,2.980579,0.854791,2.087193,1.749246,1.59479,1.994802,1.072053,0.82148,0.708826,0.558558,0.560922,0.484431,0,1,0,0,0
1285,'2021/06/23 01:41:20:042',5,0,0,0.343944,0.522127,1.265536,0.196065,0.694487,2.039236,13.27264,1.960845,1.042929,0.638337,2.322297,2.247809,1.166548,2.632837,1.822995,1.453311,1.601025,0.917637,0.53829,0.427249,0.307918,0.249728,0.234332,0,1,0,0,0
1286,'2021/06/23 01:41:20:074',5,0,0,0.175545,0.735447,0.666564,0.254116,0.47539,1.406135,10.479285,1.638782,1.371873,1.341442,2.123224,1.617186,0.753372,2.970563,2.069034,1.268971,1.403911,0.827407,0.618143,0.665218,0.624054,0.524436,0.476106,0,1,0,0,0
1287,'2021/06/23 01:41:20:108',5,0,0,0.042372,0.496621,0.629826,0.393436,0.438675,1.03777,7.277379,0.853998,0.750448,0.867144,1.319652,1.335052,0.750186,2.618055,2.152926,1.44679,0.700806,0.367985,0.304096,0.434285,0.318287,0.311545,0.278937,0,1,0,0,0
1288,'2021/06/23 01:41:20:140',5,0,0,0.171125,0.425083,0.220942,0.185652,0.149001,0.450088,3.926267,0.739451,0.578709,0.512345,0.522341,0.428583,0.345934,1.542844,1.151592,0.645766,0.439653,0.241935,0.32126,0.240449,0.161643,0.116335,0.095986,0,1,0,0,0
1289,'2021/06/23 01:41:20:173',5,0,0,0.057834,0.259091,0.332762,0.057957,0.115709,0.280928,2.004352,0.332,0.308525,0.283002,0.282833,0.454764,0.327275,0.899364,0.602035,0.409987,0.313973,0.166806,0.180452,0.118281,0.094823,0.067254,0.055435,0,1,0,0,0
1290,'2021/06/23 01:41:20:206',5,0,0,0.029416,0.1926,0.186443,0.079975,0.067942,0.128661,1.311801,0.21204,0.132833,0.172361,0.151853,0.170645,0.168919,0.517107,0.417738,0.270767,0.201587,0.11418,0.124628,0.072027,0.068781,0.035699,0.024104,0,1,0,0,0
1291,'2021/06/23 01:41:20:240',5,0,0,0.019533,0.124083,0.094799,0.041066,0.021571,0.08542,0.864333,0.143153,0.074346,0.061732,0.084599,0.10658,0.083694,0.206001,0.132778,0.184738,0.170248,0.071474,0.091573,0.06667,0.05333,0.041351,0.023723,0,1,0,0,0
1292,'2021/06/23 01:41:20:274',5,0,0,0.013154,0.069933,0.077527,0.031907,0.033009,0.059448,0.4927,0.07389,0.045551,0.050218,0.062138,0.098712,0.098941,0.10999,0.122462,0.091291,0.104682,0.072333,0.060459,0.057215,0.043972,0.04329,0.03531,0,1,0,0,0
1293,'2021/06/23 01:41:20:307',5,0,0,0.028756,0.091472,0.027494,0.019865,0.049555,0.055397,0.399785,0.047221,0.047443,0.051029,0.102011,0.086998,0.061013,0.10362,0.10072,0.100929,0.081687,0.052386,0.037608,0.029739,0.030558,0.025957,0.014814,0,1,0,0,0
1294,'2021/06/23 01:41:20:341',5,0,0,0.001901,0.060431,0.051932,0.042774,0.033859,0.04543,0.33052,0.066537,0.059877,0.047846,0.079449,0.055335,0.060477,0.111247,0.0799,0.069882,0.053338,0.035955,0.041604,0.037482,0.034175,0.030205,0.014658,0,1,0,0,0
1295,'2021/06/23 01:41:20:372',5,0,0,0.007411,0.055723,0.055743,0.027381,0.032832,0.06543,0.257712,0.023453,0.012392,0.03015,0.041758,0.055499,0.053572,0.070076,0.072217,0.047839,0.035787,0.037845,0.036217,0.025555,0.023671,0.022113,0.016227,0,1,0,0,0
1296,'2021/06/23 01:41:20:406',5,0,0,0.007412,0.034077,0.048478,0.027619,0.026601,0.051485,0.222582,0.029893,0.018481,0.023987,0.050941,0.048301,0.049359,0.081851,0.049074,0.051112,0.043425,0.02976,0.024577,0.022275,0.025206,0.021437,0.015803,0,1,0,0,0
1297,'2021/06/23 01:41:20:441',5,0,0,0.009285,0.039602,0.035607,0.016269,0.042556,0.02871,0.182966,0.011126,0.011133,0.019503,0.025125,0.045771,0.045255,0.087593,0.064046,0.054417,0.038946,0.029835,0.018084,0.019305,0.018628,0.02074,0.009472,0,1,0,0,0
1298,'2021/06/23 01:41:20:474',5,0,0,0.004183,0.035457,0.02116,0.007093,0.020592,0.030082,0.179076,0.02237,0.016547,0.038661,0.048062,0.034307,0.035965,0.06707,0.057502,0.040731,0.037441,0.024514,0.020658,0.018339,0.017813,0.013809,0.009074,0,1,0,0,0
1299,'2021/06/23 01:41:20:510',5,0,0,0.003302,0.027964,0.012532,0.022936,0.010011,0.028264,0.151261,0.030055,0.019309,0.027127,0.037751,0.036246,0.047909,0.065369,0.041638,0.038547,0.020787,0.023331,0.027015,0.023713,0.016208,0.012912,0.012926,0,1,0,0,0
1300,'2021/06/23 01:41:20:542',5,0,0,0.005825,0.030617,0.02876,0.009053,0.019813,0.015819,0.150101,0.014175,0.016587,0.017501,0.037023,0.041944,0.026446,0.061856,0.046956,0.045183,0.042731,0.030249,0.029834,0.020582,0.017472,0.015337,0.008573,0,1,0,0,0
1301,'2021/06/23 01:41:20:574',5,0,0,0.009901,0.030112,0.029708,0.012159,0.028737,0.032655,0.134297,0.020996,0.014369,0.01853,0.023443,0.058403,0.025751,0.058741,0.048313,0.037469,0.030969,0.021781,0.018353,0.019678,0.015293,0.011213,0.010395,0,1,0,0,0
1302,'2021/06/23 01:41:20:607',5,0,0,0.006573,0.044459,0.022858,0.020426,0.014732,0.011052,0.106155,0.019468,0.014002,0.024231,0.03725,0.051591,0.032948,0.04144,0.032323,0.040657,0.025913,0.021021,0.020599,0.021558,0.019954,0.01287,0.009869,0,1,0,0,0
1303,'2021/06/23 01:41:20:640',5,0,0,0.004918,0.030729,0.016746,0.02007,0.009922,0.012036,0.083043,0.012696,0.011328,0.01085,0.029591,0.033966,0.029322,0.02493,0.032167,0.041752,0.030746,0.02454,0.020438,0.01935,0.017298,0.015456,0.012723,0,1,0,0,0
1304,'2021/06/23 01:41:20:672',5,0,0,0.007617,0.03365,0.028295,0.010744,0.008499,0.019705,0.010072,0.007319,0.010328,0.017904,0.022943,0.038462,0.019724,0.025665,0.026935,0.030098,0.023528,0.021525,0.016618,0.015491,0.013411,0.011563,0.00977,0,1,0,0,0
1305,'2021/06/23 01:41:20:706',5,0,0,0.00843,0.037171,0.01417,0.002496,0.012736,0.018921,0.01787,0.012313,0.01624,0.020038,0.016625,0.031235,0.030914,0.028051,0.035246,0.041582,0.026395,0.014787,0.021326,0.026337,0.014936,0.01245,0.011513,0,1,0,0,0
1306,'2021/06/23 01:41:20:741',5,0,0,0.003465,0.024229,0.012683,0.005106,0.01717,0.016152,0.015509,0.006234,0.013875,0.013494,0.026193,0.02471,0.013549,0.019221,0.022475,0.03731,0.025394,0.024236,0.018708,0.017015,0.018288,0.015151,0.009667,0,1,0,0,0
1307,'2021/06/23 01:41:20:773',5,0,0,0.003605,0.028151,0.020894,0.009654,0.015587,0.019213,0.00954,0.003861,0.006248,0.011601,0.028575,0.021922,0.025402,0.01862,0.023015,0.03433,0.024713,0.022375,0.015334,0.008074,0.013918,0.013104,0.008494,0,1,0,0,0
1308,'2021/06/23 01:41:20:806',5,0,0,0.004428,0.019646,0.01156,0.013697,0.008732,0.012781,0.016539,0.008114,0.013987,0.014123,0.013948,0.030922,0.022616,0.019519,0.020172,0.025541,0.02305,0.017195,0.019059,0.016244,0.015785,0.01304,0.010739,0,1,0,0,0
1309,'2021/06/23 01:41:20:838',5,0,0,0.005162,0.028048,0.012194,0.014172,0.002116,0.01104,0.01222,0.010094,0.013709,0.015291,0.024653,0.035225,0.031138,0.016367,0.032007,0.02963,0.023965,0.019802,0.020485,0.014595,0.01506,0.012919,0.016532,0,1,0,0,0
1310,'2021/06/23 01:41:20:873',5,0,0,0.005037,0.024294,0.030295,0.016839,0.011094,0.01483,0.017521,0.011569,0.016448,0.00848,0.024015,0.027896,0.019335,0.01702,0.024486,0.016765,0.018881,0.019549,0.020995,0.015203,0.010421,0.012604,0.012126,0,1,0,0,0
1311,'2021/06/23 01:41:20:905',5,0,0,0.005392,0.03249,0.029223,0.014739,0.013903,0.015124,0.008872,0.009756,0.010152,0.019373,0.013142,0.034991,0.020896,0.020645,0.026782,0.024451,0.016128,0.016446,0.013219,0.018252,0.014562,0.013177,0.009247,0,1,0,0,0
1312,'2021/06/23 01:41:20:939',5,0,0,0.006284,0.034694,0.029637,0.011077,0.01501,0.015263,0.021598,0.009146,0.010235,0.009939,0.020517,0.028038,0.02142,0.023032,0.024417,0.026622,0.028504,0.017311,0.012422,0.012931,0.012897,0.012831,0.011159,0,1,0,0,0
1313,'2021/06/23 01:41:20:976',5,0,0,0.00357,0.029658,0.010477,0.003797,0.008879,0.011998,0.009628,0.007932,0.015463,0.023896,0.020539,0.028794,0.021999,0.016316,0.013843,0.022513,0.019876,0.021367,0.020398,0.015776,0.012152,0.010005,0.008546,0,1,0,0,0
1314,'2021/06/23 01:41:21:010',5,0,0,0.006883,0.034007,0.032077,0.006101,0.016624,0.013529,0.012951,0.011849,0.010897,0.015104,0.01556,0.034973,0.033553,0.022755,0.027209,0.028162,0.020914,0.01863,0.018099,0.013681,0.014089,0.01181,0.009244,0,1,0,0,0
1315,'2021/06/23 01:41:21:042',5,0,0,0.002903,0.02655,0.018945,0.010529,0.003075,0.0107,0.011768,0.007051,0.006641,0.013296,0.029801,0.033845,0.022437,0.015795,0.026767,0.031427,0.019565,0.02068,0.019049,0.013665,0.010988,0.013929,0.011663,0,1,0,0,0
1316,'2021/06/23 01:41:21:078',5,0,0,0.003966,0.023418,0.008025,0.017524,0.016045,0.008848,0.009625,0.005018,0.007172,0.012647,0.024592,0.039588,0.023801,0.015387,0.017348,0.03045,0.0165,0.014064,0.015753,0.009403,0.013816,0.012866,0.011883,0,1,0,0,0
1317,'2021/06/23 01:41:21:106',5,0,0,0.002981,0.030732,0.024046,0.002336,0.011858,0.02962,0.022548,0.016802,0.024726,0.021032,0.02136,0.039681,0.043186,0.020154,0.026968,0.031831,0.019731,0.019955,0.017352,0.016363,0.014018,0.016069,0.013052,0,1,0,0,0
1318,'2021/06/23 01:41:21:140',5,0,0,0.062726,0.120989,0.213692,0.182584,0.301685,0.29909,2.929292,0.685297,0.330364,0.218811,0.286998,0.182182,0.167345,0.172729,0.143913,0.220761,0.297048,0.723428,0.368043,0.089288,0.06744,0.051274,0.0467,0,1,0,0,0
1319,'2021/06/23 01:41:21:172',5,0,0,0.162313,0.203905,0.482647,0.247177,0.361757,1.178069,9.664343,1.678495,0.681908,0.359711,0.528121,0.782995,0.484299,0.555191,0.407134,0.729892,0.511512,1.415922,1.017558,0.393784,0.377908,0.315244,0.287426,0,1,0,0,0
1320,'2021/06/23 01:41:21:208',5,0,0,0.459997,0.849012,0.294031,0.729026,0.764382,1.814549,13.918932,1.685786,0.873666,0.802464,1.027347,0.987889,0.441856,0.772948,0.845988,0.94127,1.001216,1.809121,1.064691,0.270742,0.213221,0.187012,0.153183,0,1,0,0,0
1321,'2021/06/23 01:41:21:240',5,0,0,0.15832,0.391453,0.463089,0.174939,0.728364,1.410075,15.738403,2.138182,1.041473,0.86413,0.961562,0.979688,0.748361,1.189431,0.675827,1.133106,0.99435,1.740526,0.789313,0.234536,0.171611,0.135865,0.144244,0,1,0,0,0
1322,'2021/06/23 01:41:21:272',5,0,0,0.403497,0.916331,0.605717,0.773997,0.904506,1.770254,15.134907,1.39044,0.961211,0.894563,1.428552,1.280167,0.562354,0.845747,0.833581,0.919925,1.212507,1.437268,0.765088,0.367181,0.205006,0.1505,0.08347,0,1,0,0,0
1323,'2021/06/23 01:41:21:306',5,0,0,0.04848,0.344791,0.304287,0.220133,0.497891,1.313055,12.963421,1.814275,0.811241,0.608371,1.421817,1.714311,0.821044,0.778351,0.895557,1.026401,0.590503,1.317896,0.72226,0.404687,0.28335,0.227972,0.20178,0,1,0,0,0
1324,'2021/06/23 01:41:21:340',5,0,0,0.030379,0.297345,0.154752,0.255232,0.215778,0.942321,9.674423,1.42706,0.822923,0.957395,1.093167,0.742816,0.398465,0.421735,0.397583,0.496303,0.452626,1.223809,0.850901,0.296959,0.281985,0.278566,0.253314,0,1,0,0,0
1325,'2021/06/23 01:41:21:373',5,0,0,0.024009,0.243217,0.345827,0.154591,0.516923,0.96531,6.57545,0.891421,0.511119,0.382025,0.900998,0.885687,0.353292,0.274817,0.343673,0.428042,0.316305,0.785426,0.640497,0.299486,0.180964,0.205209,0.165005,0,1,0,0,0
1326,'2021/06/23 01:41:21:407',5,0,0,0.120911,0.43176,0.218881,0.283379,0.340551,0.729166,4.199194,0.505266,0.378135,0.200155,0.341421,0.422102,0.254304,0.23279,0.262231,0.26114,0.206946,0.719206,0.344781,0.129114,0.111556,0.097249,0.049634,0,1,0,0,0
1327,'2021/06/23 01:41:21:442',5,0,0,0.039068,0.209603,0.248479,0.055113,0.218218,0.461836,2.707889,0.349235,0.26768,0.401121,0.653735,0.625527,0.251224,0.205358,0.197876,0.204343,0.192875,0.380689,0.247409,0.093093,0.074368,0.087113,0.055927,0,1,0,0,0
1328,'2021/06/23 01:41:21:474',5,0,0,0.017186,0.230876,0.258325,0.074714,0.140299,0.281528,2.073091,0.259241,0.125277,0.195677,0.35354,0.296356,0.195646,0.230428,0.178375,0.208967,0.28867,0.313991,0.142603,0.063882,0.077936,0.055212,0.041736,0,1,0,0,0
1329,'2021/06/23 01:41:21:509',5,0,0,0.013701,0.137046,0.121361,0.077286,0.084921,0.159824,0.954148,0.121092,0.021787,0.066963,0.145271,0.165453,0.121635,0.100162,0.097671,0.175806,0.129874,0.0845,0.109821,0.074525,0.056187,0.041082,0.026572,0,1,0,0,0
1330,'2021/06/23 01:41:21:540',5,0,0,0.017947,0.111373,0.081904,0.053063,0.10277,0.108427,0.734149,0.094861,0.068176,0.076141,0.12381,0.138425,0.154541,0.097848,0.073826,0.144804,0.100101,0.072467,0.050284,0.040397,0.034533,0.032217,0.019441,0,1,0,0,0
1331,'2021/06/23 01:41:21:575',5,0,0,0.020553,0.082067,0.037117,0.046358,0.030543,0.06146,0.447376,0.075984,0.064115,0.078823,0.114172,0.142033,0.100834,0.077165,0.091275,0.077213,0.062319,0.06853,0.058448,0.039368,0.035931,0.018282,0.012736,0,1,0,0,0
1332,'2021/06/23 01:41:21:607',5,0,0,0.007112,0.062507,0.032661,0.013737,0.025205,0.063764,0.321655,0.055243,0.026554,0.02992,0.04271,0.072672,0.051231,0.054388,0.06489,0.065746,0.05199,0.057315,0.052944,0.020352,0.022744,0.022514,0.010238,0,1,0,0,0
1333,'2021/06/23 01:41:21:640',5,0,0,0.014489,0.052091,0.033928,0.003577,0.018189,0.049176,0.226372,0.037668,0.058661,0.05468,0.040207,0.06508,0.041471,0.050433,0.061075,0.05653,0.039205,0.041676,0.036964,0.017674,0.018909,0.015492,0.014586,0,1,0,0,0
1334,'2021/06/23 01:41:21:671',5,0,0,0.006228,0.045821,0.040418,0.002396,0.009143,0.02328,0.165819,0.034598,0.026976,0.030162,0.077157,0.075568,0.046363,0.025727,0.036256,0.038385,0.027584,0.040143,0.031812,0.022134,0.017784,0.016945,0.010554,0,1,0,0,0
1335,'2021/06/23 01:41:21:707',5,0,0,0.015909,0.04912,0.027795,0.009175,0.017404,0.032794,0.139477,0.018128,0.021986,0.023042,0.0337,0.038061,0.027057,0.027316,0.040791,0.042488,0.038514,0.030843,0.019245,0.018271,0.019661,0.014346,0.00763,0,1,0,0,0
1336,'2021/06/23 01:41:21:741',5,0,0,0.004248,0.040402,0.021765,0.015805,0.019456,0.026235,0.102305,0.020608,0.022364,0.02537,0.025352,0.039852,0.037236,0.032309,0.028042,0.038725,0.03573,0.030103,0.023913,0.017248,0.014287,0.008453,0.009878,0,1,0,0,0
1337,'2021/06/23 01:41:21:774',5,0,0,0.00496,0.043833,0.026392,0.0053,0.007496,0.021645,0.108516,0.012509,0.009304,0.013215,0.015335,0.034379,0.041614,0.024445,0.018301,0.035619,0.032771,0.022814,0.020218,0.019522,0.017608,0.011937,0.012555,0,1,0,0,0
1338,'2021/06/23 01:41:21:806',5,0,0,0.01221,0.051575,0.028389,0.015192,0.013534,0.024525,0.079704,0.014654,0.01373,0.027385,0.042364,0.032269,0.031817,0.02824,0.032958,0.018835,0.019879,0.028618,0.015131,0.012894,0.016358,0.015426,0.012639,0,1,0,0,0
1339,'2021/06/23 01:41:21:839',5,0,0,0.009206,0.038991,0.019854,0.011357,0.009025,0.019206,0.022469,0.013612,0.010458,0.021476,0.044475,0.033158,0.031242,0.022789,0.034939,0.031737,0.028444,0.021569,0.016703,0.010058,0.013845,0.008654,0.010128,0,1,0,0,0
1340,'2021/06/23 01:41:21:876',5,0,0,0.005782,0.033172,0.014571,0.006991,0.005673,0.013784,0.01933,0.012403,0.012227,0.014203,0.031364,0.046149,0.026215,0.019122,0.029825,0.032715,0.017996,0.018223,0.018637,0.014526,0.014138,0.012608,0.0088,0,1,0,0,0
1341,'2021/06/23 01:41:21:908',5,0,0,0.004498,0.026145,0.010552,0.012204,0.009842,0.022038,0.019776,0.003974,0.01424,0.011452,0.019712,0.033673,0.040693,0.025345,0.030767,0.031187,0.024942,0.021974,0.019423,0.019163,0.012132,0.011587,0.009902,0,1,0,0,0
1342,'2021/06/23 01:41:21:942',5,0,0,0.004674,0.033137,0.026233,0.009094,0.009398,0.016764,0.015407,0.007589,0.012624,0.016697,0.0209,0.032812,0.029389,0.025006,0.030036,0.02895,0.021692,0.017059,0.013718,0.014553,0.01224,0.011221,0.009122,0,1,0,0,0
1343,'2021/06/23 01:41:21:975',5,0,0,0.001129,0.020098,0.015691,0.009,0.010083,0.010214,0.011629,0.009913,0.009055,0.014539,0.016707,0.028116,0.025773,0.014495,0.02324,0.020363,0.021755,0.014394,0.015159,0.017668,0.015894,0.015105,0.008371,0,1,0,0,0
1344,'2021/06/23 01:41:22:007',5,0,0,0.006857,0.031737,0.024074,0.013562,0.008556,0.012643,0.009486,0.00702,0.017069,0.015326,0.013551,0.017099,0.027397,0.021583,0.028542,0.036989,0.016234,0.013217,0.016533,0.013904,0.013349,0.012633,0.011725,0,1,0,0,0
1345,'2021/06/23 01:41:22:040',5,0,0,0.007245,0.041649,0.014708,0.024632,0.007068,0.018313,0.016649,0.005732,0.006517,0.015328,0.016063,0.02635,0.019594,0.022086,0.020484,0.026261,0.012493,0.01418,0.013687,0.014084,0.011678,0.017953,0.009732,0,1,0,0,0
1346,'2021/06/23 01:41:22:074',5,0,0,0.004215,0.031158,0.013952,0.006391,0.017695,0.024382,0.01362,0.003394,0.012686,0.017992,0.021627,0.025562,0.026205,0.01682,0.026348,0.039342,0.027608,0.020552,0.012564,0.011149,0.013619,0.012712,0.010432,0,1,0,0,0
1347,'2021/06/23 01:41:22:109',5,0,0,0.005731,0.047922,0.025304,0.004365,0.006841,0.024121,0.005382,0.006032,0.013098,0.021064,0.040792,0.02137,0.015825,0.014325,0.026006,0.019893,0.017254,0.020703,0.019737,0.015697,0.01364,0.011598,0.011591,0,1,0,0,0
1348,'2021/06/23 01:41:22:139',5,0,0,0.009697,0.042305,0.018093,0.011421,0.014819,0.018994,0.011931,0.013203,0.013198,0.00742,0.012977,0.01918,0.03145,0.025136,0.030411,0.017036,0.018499,0.021734,0.018722,0.016087,0.014635,0.011276,0.014431,0,1,0,0,0
1349,'2021/06/23 01:41:22:173',5,0,0,0.007426,0.036507,0.018965,0.003235,0.012772,0.007971,0.005677,0.006633,0.011465,0.01738,0.020471,0.035932,0.031817,0.025911,0.025244,0.035263,0.019311,0.01864,0.021025,0.01494,0.016019,0.01328,0.013184,0,1,0,0,0
1350,'2021/06/23 01:41:22:207',5,0,0,0.003582,0.041053,0.022128,0.002741,0.009952,0.007552,0.009196,0.00846,0.014026,0.015739,0.018288,0.030287,0.028198,0.016316,0.03107,0.035863,0.018018,0.018573,0.018268,0.015693,0.014851,0.014465,0.01128,0,1,0,0,0
1351,'2021/06/23 01:41:22:240',5,0,0,0.002138,0.025789,0.012383,0.016673,0.015875,0.013299,0.009007,0.009759,0.014997,0.016521,0.014689,0.030906,0.027428,0.024621,0.030688,0.028961,0.027182,0.023006,0.019211,0.01457,0.014476,0.011022,0.01027,0,1,0,0,0
1352,'2021/06/23 01:41:22:273',5,0,0,0.001564,0.018197,0.014002,0.007201,0.015521,0.006911,0.014056,0.007566,0.014299,0.024363,0.012128,0.018096,0.025524,0.023741,0.025353,0.030263,0.020638,0.022421,0.023459,0.01984,0.015199,0.013355,0.012478,0,1,0,0,0
1353,'2021/06/23 01:41:22:305',5,0,0,0.005608,0.028655,0.018541,0.008274,0.009801,0.018176,0.008767,0.007597,0.019243,0.021492,0.01429,0.019503,0.017562,0.018756,0.032804,0.031551,0.024546,0.0183,0.016835,0.011475,0.012016,0.014017,0.010344,0,1,0,0,0
1354,'2021/06/23 01:41:22:341',5,0,0,0.0117,0.042168,0.019679,0.008559,0.015536,0.016989,0.018507,0.024038,0.017132,0.029137,0.040579,0.043062,0.053747,0.017611,0.029835,0.032428,0.03362,0.027871,0.020196,0.012107,0.01733,0.016588,0.010023,0,1,0,0,0
1355,'2021/06/23 01:41:22:377',5,0,0,1.136703,2.036633,2.533502,1.823747,2.788719,7.254039,13.009258,10.099411,6.839301,4.42814,4.556814,5.025968,2.977208,6.068675,7.167534,3.900992,2.875696,3.368061,2.96952,2.162782,4.123298,3.414567,2.347339,0,1,0,0,0
1356,'2021/06/23 01:41:22:409',5,0,0,3.792511,5.692735,6.547629,4.368552,9.630486,19.15555,258.712646,16.772215,4.360233,2.506838,41.661373,38.424843,16.380051,49.886395,30.329454,19.335194,19.718969,16.193361,9.680201,8.421378,8.804743,4.556306,3.536937,0,1,0,0,0
1357,'2021/06/23 01:41:22:450',5,0,0,1.428146,2.668122,3.408913,4.064061,5.987101,22.676796,251.155579,27.846811,11.983858,5.826001,47.787731,44.024277,16.903477,48.684292,35.499004,23.883099,25.323839,19.833214,18.111832,12.84778,12.700712,9.811545,9.682276,0,1,0,0,0
1358,'2021/06/23 01:41:22:479',5,0,0,4.344801,7.176158,7.594302,4.790473,10.896576,26.704521,216.930634,28.732882,15.053902,13.683105,59.258141,36.473969,6.783478,34.38052,27.253969,20.190269,18.953777,10.9511,4.832031,5.202705,5.028091,3.873944,3.198336,0,1,0,0,0
1359,'2021/06/23 01:41:22:513',5,0,0,0.926841,1.545394,2.67581,2.308852,5.633421,17.851784,192.417648,25.063793,14.745424,12.78215,50.63055,37.433247,10.605694,27.366407,15.190893,12.308044,16.195274,8.588387,6.495737,6.732183,5.876498,4.585572,3.94484,0,1,0,0,0
1360,'2021/06/23 01:41:22:546',5,0,0,1.415385,2.303518,2.093024,2.346375,6.510486,17.476057,176.555145,24.96899,15.268416,13.752721,48.321774,29.865314,5.215663,18.871534,14.419205,14.81421,10.08375,3.011315,2.594255,4.465065,3.820411,2.459599,1.43312,0,1,0,0,0
1361,'2021/06/23 01:41:22:578',5,0,0,2.553156,4.085747,3.943733,3.510324,6.435994,16.835381,143.984207,17.004709,8.168881,5.698878,33.11092,25.424309,7.268282,8.486573,6.751968,10.034199,9.549506,3.392842,2.440587,4.112244,4.089069,2.814702,2.523363,0,1,0,0,0
1362,'2021/06/23 01:41:22:610',5,0,0,2.057223,3.092819,4.571819,2.802468,6.967807,14.90959,125.334351,13.075166,6.323085,4.428937,27.746099,21.682735,5.527756,6.95644,5.305772,6.099289,7.825665,4.252867,2.239342,2.422554,2.867058,2.18761,1.16349,0,1,0,0,0
1363,'2021/06/23 01:41:22:644',5,0,0,1.09391,2.137731,1.853398,1.749,3.337305,12.015805,59.719261,9.379226,5.594139,2.842273,7.874524,9.049106,3.491819,3.7661,4.339431,3.541473,2.57921,3.172887,3.298718,2.386741,2.110759,1.976547,2.016653,0,1,0,0,0
1364,'2021/06/23 01:41:22:677',5,0,0,0.453168,1.027282,1.025331,0.721454,1.482726,3.062068,4.001255,3.381702,1.957857,1.385096,2.772429,2.796509,1.440417,1.235699,1.364546,1.159528,1.211283,0.911506,0.82007,0.822739,0.71463,0.650625,0.549912,0,1,0,0,0
1365,'2021/06/23 01:41:22:710',5,0,0,0.129271,1.157755,0.949854,0.397875,0.673351,1.470211,10.83293,1.927134,1.114358,0.94438,1.66364,2.71859,1.173774,1.068836,1.148368,1.171287,0.814424,0.580809,0.571793,0.579446,0.597584,0.422906,0.315598,0,1,0,0,0
1366,'2021/06/23 01:41:22:743',5,0,0,0.072355,0.724653,0.597167,0.311551,0.538162,1.231738,4.84398,0.825528,0.832765,0.633182,1.29265,2.01415,0.891556,0.940903,0.702634,0.471277,0.393163,0.542748,0.479054,0.303881,0.320138,0.227462,0.191795,0,1,0,0,0
1367,'2021/06/23 01:41:22:776',5,0,0,0.155793,0.728395,0.658928,0.414432,0.273884,0.556106,1.438653,0.563058,0.398649,0.360379,1.39166,1.06628,0.5183,0.562756,0.591943,1.026085,0.720877,0.491294,0.37812,0.326931,0.243164,0.141398,0.101294,0,1,0,0,0
1368,'2021/06/23 01:41:22:810',5,0,0,0.189425,0.866872,0.488812,0.419053,0.214009,0.386145,2.455172,0.179699,0.437872,0.52998,0.7727,0.751265,0.393582,0.288218,0.430443,0.550684,0.545368,0.375214,0.454905,0.299186,0.346944,0.301931,0.244823,0,1,0,0,0
1369,'2021/06/23 01:41:22:844',5,0,0,0.109619,0.676926,0.321285,0.543356,0.479122,0.659495,1.916825,0.262854,0.31058,0.333415,0.757716,0.713927,0.450816,0.442765,0.494749,0.720987,0.375621,0.299503,0.33814,0.277405,0.185487,0.12763,0.100947,0,1,0,0,0
1370,'2021/06/23 01:41:22:878',5,0,0,0.195254,0.677639,0.246712,0.133124,0.518106,0.623467,0.661113,0.196723,0.320116,0.472539,0.593996,0.76857,0.489934,0.42209,0.483999,0.480668,0.380207,0.41061,0.287679,0.275227,0.269867,0.165078,0.095119,0,1,0,0,0
1371,'2021/06/23 01:41:22:911',5,0,0,0.09686,0.327038,0.136226,0.048091,0.179011,0.266559,0.322859,0.107474,0.189078,0.108788,0.625394,0.631188,0.565815,0.423666,0.383217,0.471173,0.34355,0.196098,0.193361,0.166292,0.146555,0.114931,0.070714,0,1,0,0,0
